_id,timestamp,device_id,package_name,application_name,application_version,error_short,error_long,error_condition,is_system_app
107,1501297531809,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"Native crash",0,1,0
108,1501312408476,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Interface do sistema",451900,java.lang.IndexOutOfBoundsException,0,1,0
109,1501312412225,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,java.lang.IndexOutOfBoundsException,0,1,0
110,1501314735881,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
111,1501315615490,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
112,1501350270832,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
113,1501350306133,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,KeyguardTestActivity,451900,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
114,1501358581143,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
115,1501358586233,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Interface do sistema",451900,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
116,1501358587247,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
117,1501370496767,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.comuto,"Sistema Android",3370800,"ANR Input dispatching timed out (Waiting because no window has focus but there is a focused application that may eventually add a window when it finishes starting up.)",0,2,0
118,1501371315746,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,WhatsApp,451900,"ANR Input dispatching timed out (Waiting because the touched window has not finished processing the input events that were previously delivered to it.)",0,2,0
119,1501424723558,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because the touched window has not finished processing the input events that were previously delivered to it.)",0,2,0
154,1501425068897,08da45e3-bc56-4425-bad2-55d191676b79,com.whatsapp,"System UI",451900,"Native crash",0,1,0
155,1501425069927,08da45e3-bc56-4425-bad2-55d191676b79,com.whatsapp,"TouchWiz home",451900,"Native crash",0,1,0
156,1501425082340,08da45e3-bc56-4425-bad2-55d191676b79,com.whatsapp,Contacts,451900,"Native crash",0,1,0
157,1501425087568,08da45e3-bc56-4425-bad2-55d191676b79,com.whatsapp,InCallUI,451900,"Native crash",0,1,0
158,1501434874738,08da45e3-bc56-4425-bad2-55d191676b79,com.facebook.katana,Facebook,64191600,"ANR Executing service com.facebook.katana/com.facebook.push.fbpushdata.FbPushDataHandlerService",0,2,0
159,1501434876338,08da45e3-bc56-4425-bad2-55d191676b79,com.facebook.katana,"Android System",64191600,"ANR Executing service com.facebook.katana/com.facebook.push.fbpushdata.FbPushDataHandlerService",0,2,0
82,1501449979411,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting to send non-key event because the touched window has not finished processing certain input events that were delivered to it over 500.0ms ago.  Wait queue length: 4.  Wait queue head age: 6803.7ms.)",0,2,0
120,1501460226878,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,WhatsApp,451900,"ANR Input dispatching timed out (Waiting because no window has focus but there is a focused application that may eventually add a window when it finishes starting up.)",0,2,0
121,1501460227716,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because no window has focus but there is a focused application that may eventually add a window when it finishes starting up.)",0,2,0
122,1501462002687,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.aware.plugin.device_usage,Contatos,708,java.lang.NullPointerException,0,1,0
123,1501462004326,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.aware.plugin.device_usage,"Sistema Android",708,java.lang.NullPointerException,0,1,0
124,1501463883338,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
83,1501501713453,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Sistema Android",451900,"ANR executing service com.whatsapp/.messaging.MessageService",0,2,0
84,1501504128079,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting to send non-key event because the touched window has not finished processing certain input events that were delivered to it over 500.0ms ago.  Wait queue length: 5.  Wait queue head age: 6699.9ms.)",0,2,0
85,1501539451485,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Interface do sistema",451900,"ANR executing service com.whatsapp/.AlarmService",0,2,0
86,1501539455225,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Sistema Android",451900,"ANR executing service com.whatsapp/.AlarmService",0,2,0
87,1501539474362,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Sistema Android",451900,"ANR Broadcast of Intent { act=android.intent.action.SCREEN_ON flg=0x50000010 }",0,2,0
125,1501551486022,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,WhatsApp,451900,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
126,1501558846691,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because no window has focus but there is a focused application that may eventually add a window when it finishes starting up.)",0,2,0
127,1501559593328,3a915327-f2f0-4e05-ae5c-179b2ccfaec2,com.facebook.katana,"Sistema Android",66027000,"ANR Input dispatching timed out (Waiting because the focused window has not finished processing the input events that were previously delivered to it.)",0,2,0
161,1501585759827,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Sistema Android",451900,"ANR Broadcast of Intent { act=android.intent.action.SCREEN_OFF flg=0x50000010 }",0,2,0
173,1501603796354,d58c3cb9-2543-4258-8695-ac3e310ba3ac,com.tenthbit.juliet,"Android system",82,"ANR executing service com.tenthbit.juliet/.core.PollingService",0,2,0
162,1501640442623,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting to send non-key event because the touched window has not finished processing certain input events that were delivered to it over 500.0ms ago.  Wait queue length: 9.  Wait queue head age: 6743.7ms.)",0,2,0
163,1501695021316,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because no window has focus but there is a focused application that may eventually add a window when it finishes starting up.)",0,2,0
174,1501726944590,d58c3cb9-2543-4258-8695-ac3e310ba3ac,com.instagram.android,"Android system",66699500,"ANR Input dispatching timed out (Waiting to send non-key event because the touched window has not finished processing certain input events that were delivered to it over 500.0ms ago.  Wait queue length: 9.  Wait queue head age: 25495.4ms.)",0,2,0
164,1501802753756,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,WhatsApp,451900,"ANR Input dispatching timed out (Waiting because no window has focus but there is a focused application that may eventually add a window when it finishes starting up.)",0,2,0
165,1501802753989,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Sistema Android",451900,"ANR Input dispatching timed out (Waiting because no window has focus but there is a focused application that may eventually add a window when it finishes starting up.)",0,2,0
175,1501864294513,d58c3cb9-2543-4258-8695-ac3e310ba3ac,com.instagram.android,"Android system",66699500,java.util.concurrent.TimeoutException,0,1,0
176,1501864296132,d58c3cb9-2543-4258-8695-ac3e310ba3ac,com.instagram.android,WhatsApp,66699500,java.util.concurrent.TimeoutException,0,1,0
166,1501872588825,815717e9-cd15-4d4e-b35c-a0206bc0aa24,com.whatsapp,"Android System",451900,"ANR executing service com.whatsapp/.messaging.MessageService",0,2,0
177,1501912978525,259cc994-877a-4e94-bb4a-06b44c30be47,com.kakao.talk,"Android System",1400290,"ANR Broadcast of Intent { act=com.google.android.c2dm.intent.RECEIVE flg=0x10000010 pkg=com.kakao.talk cmp=com.kakao.talk/com.google.firebase.iid.FirebaseInstanceIdReceiver (has extras) }",0,2,0
